 iteration        1/      15 | consumed samples:           96 | elapsed time per iteration (ms): 170877.3 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 4294967296.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        2/      15 | consumed samples:          192 | elapsed time per iteration (ms): 18007.5 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 2147483648.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        3/      15 | consumed samples:          288 | elapsed time per iteration (ms): 871.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 1073741824.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        4/      15 | consumed samples:          384 | elapsed time per iteration (ms): 908.6 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 536870912.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        5/      15 | consumed samples:          480 | elapsed time per iteration (ms): 975.3 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 268435456.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        6/      15 | consumed samples:          576 | elapsed time per iteration (ms): 995.0 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 134217728.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        7/      15 | consumed samples:          672 | elapsed time per iteration (ms): 1037.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 67108864.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        8/      15 | consumed samples:          768 | elapsed time per iteration (ms): 1373.2 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 33554432.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        9/      15 | consumed samples:          864 | elapsed time per iteration (ms): 2933.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 16777216.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       10/      15 | consumed samples:          960 | elapsed time per iteration (ms): 1283.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 8388608.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       11/      15 | consumed samples:         1056 | elapsed time per iteration (ms): 1434.3 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 4194304.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       12/      15 | consumed samples:         1152 | elapsed time per iteration (ms): 1422.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 2097152.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       13/      15 | consumed samples:         1248 | elapsed time per iteration (ms): 1415.4 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 1048576.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       14/      15 | consumed samples:         1344 | elapsed time per iteration (ms): 1410.3 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 524288.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       15/      15 | consumed samples:         1440 | elapsed time per iteration (ms): 1772.3 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 262144.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
