 iteration        1/      15 | consumed samples:           96 | elapsed time per iteration (ms): 88329.6 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 4294967296.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        2/      15 | consumed samples:          192 | elapsed time per iteration (ms): 13529.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 2147483648.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        3/      15 | consumed samples:          288 | elapsed time per iteration (ms): 874.0 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 1073741824.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        4/      15 | consumed samples:          384 | elapsed time per iteration (ms): 903.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 536870912.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        5/      15 | consumed samples:          480 | elapsed time per iteration (ms): 917.2 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 268435456.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        6/      15 | consumed samples:          576 | elapsed time per iteration (ms): 961.7 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 134217728.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        7/      15 | consumed samples:          672 | elapsed time per iteration (ms): 1008.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 67108864.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        8/      15 | consumed samples:          768 | elapsed time per iteration (ms): 1323.5 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 33554432.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration        9/      15 | consumed samples:          864 | elapsed time per iteration (ms): 1561.1 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 16777216.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       10/      15 | consumed samples:          960 | elapsed time per iteration (ms): 2232.8 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 8388608.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       11/      15 | consumed samples:         1056 | elapsed time per iteration (ms): 2194.7 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 4194304.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       12/      15 | consumed samples:         1152 | elapsed time per iteration (ms): 2185.8 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 2097152.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       13/      15 | consumed samples:         1248 | elapsed time per iteration (ms): 2187.5 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 1048576.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       14/      15 | consumed samples:         1344 | elapsed time per iteration (ms): 2191.4 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 524288.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration       15/      15 | consumed samples:         1440 | elapsed time per iteration (ms): 2188.6 | learning rate: 0.000E+00 | global batch size:    96 | loss scale: 262144.0 | number of skipped iterations:   1 | number of nan iterations:   0 |
